userId,itemId,Crime,Children's,Adventure,Musical,unknown,Action,Animation,Comedy,local_prediction,predicted_value,R2_Score,intercept,Sci-Fi,Drama,Romance,Documentary,Western,Thriller,Horror,Mystery,War,Film-Noir,Fantasy
434,638,-0.338,-0.05,0.197,0.0,0.0,-0.507,0.333,0.1,3.885,4.063,0.24,3.096,0.0,0.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,604,0.0,-0.409,0.071,0.0,0.0,-0.211,0.473,-0.118,2.978,2.684,0.146,3.242,0.0,0.204,0.0,0.0,0.0,0.0,-0.173,0.0,0.0,0.0,0.0
865,10,0.013,-0.543,0.012,0.0,0.0,-0.433,0.362,-0.232,3.819,4.051,0.146,3.966,0.043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,114,-0.05,-0.306,0.149,0.0,0.0,-0.226,0.302,-0.261,3.813,3.942,0.102,3.694,0.0,0.0,0.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,266,-0.019,-0.37,-0.023,0.0,0.0,-0.483,0.352,-0.149,3.643,3.737,0.108,3.604,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,541,0.0,-0.573,0.021,0.0,-0.243,-0.251,0.267,-0.357,4.301,4.538,0.143,3.817,0.0,0.0,0.0,0.0,0.0,-0.135,0.0,0.146,0.0,0.0,0.0
366,147,-0.046,-0.214,-0.018,0.0,0.0,0.014,0.146,-0.405,3.477,3.489,0.174,3.272,0.0,0.0,0.0,0.0,0.0,0.185,0.0,0.0,0.0,0.0,0.0
748,144,-0.017,-0.316,0.145,0.0,0.0,-0.339,0.519,-0.083,2.344,2.151,0.116,3.32,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0
205,225,0.088,-0.274,-0.135,0.0,-0.033,-0.456,0.419,-0.037,4.131,4.22,0.246,3.69,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,174,0.0,-0.396,0.042,0.0,0.0,-0.065,0.619,0.0,4.011,4.207,0.177,3.108,0.0,0.327,-0.13,0.0,0.0,0.0,0.0,0.0,0.312,0.0,0.0
395,190,0.0,-0.079,0.186,0.0,0.0,0.127,0.155,-0.062,3.227,3.165,0.076,3.128,0.0,0.12,0.0,0.0,0.0,0.104,0.0,0.0,0.0,0.0,0.0
90,292,0.0,-0.677,-0.126,0.0,0.0,-0.636,0.359,-0.46,3.858,3.929,0.251,3.957,-0.217,0.0,0.0,0.0,0.0,-0.257,0.0,0.0,0.0,0.0,0.0
728,471,0.0,-0.371,0.198,0.0,0.0,-0.067,0.512,-0.068,3.8,4.032,0.1,3.219,0.0,0.188,0.0,0.0,0.0,-0.003,0.0,0.0,0.0,0.0,0.0
883,93,0.0,-0.322,0.109,0.254,0.0,-0.168,0.548,-0.105,3.672,3.786,0.087,3.142,0.0,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,357,0.0,0.136,0.153,0.0,0.0,0.673,0.102,0.0,4.522,4.623,0.269,3.167,0.379,0.0,0.034,0.0,0.0,0.0,0.0,0.0,-0.086,0.0,0.0
718,23,-0.047,-0.407,0.002,0.0,0.0,-0.233,0.352,-0.293,3.567,3.579,0.124,3.802,0.0,0.0,0.0,0.0,0.0,-0.029,0.0,0.0,0.0,0.0,0.0
890,113,0.25,-0.277,0.156,0.0,0.0,0.174,0.841,-0.107,3.536,3.484,0.124,3.625,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,0.0
208,25,0.074,-0.294,-0.112,0.0,0.0,-0.091,0.15,-0.1,3.096,3.051,0.085,3.144,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0
713,928,0.0,-0.157,0.16,0.0,0.0,0.15,0.383,0.017,3.327,3.182,0.06,3.275,0.0,0.116,0.0,0.0,0.0,0.076,0.0,0.0,0.0,0.0,0.0
573,1534,0.002,-0.354,-0.016,0.0,0.0,-0.345,0.336,-0.04,3.212,3.074,0.184,3.077,0.0,0.273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,438,0.0,-0.097,0.264,0.0,0.0,0.419,0.127,0.068,3.188,3.375,0.197,2.884,0.0,-0.198,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,890,-0.021,-0.388,0.005,0.0,-0.103,-0.219,0.262,-0.197,2.368,2.321,0.1,2.74,0.0,0.0,0.0,0.0,0.0,-0.057,0.0,0.0,0.0,0.0,0.0
894,52,0.0,-0.02,0.036,0.0,-0.111,0.039,0.211,0.0,4.155,4.276,0.035,3.644,-0.053,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,0.248,0.0,0.0
336,247,-0.267,0.46,0.142,0.0,0.0,0.262,0.144,-0.111,3.855,4.257,0.13,3.445,-0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,355,0.324,-0.842,0.036,0.0,0.0,0.13,0.493,-0.191,3.342,3.392,0.259,2.955,0.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,567,0.0,-0.509,-0.021,0.0,0.0,-0.206,0.415,-0.034,3.185,3.211,0.192,2.855,0.0,0.351,-0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,347,0.103,-0.152,-0.366,0.0,0.0,-0.431,0.177,-0.333,3.459,3.712,0.234,3.749,0.0,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,380,0.0,-0.682,0.167,0.0,0.0,-0.448,0.619,-0.037,4.325,4.435,0.246,3.523,0.0,0.498,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,423,-0.164,0.062,0.109,0.0,0.017,-0.085,0.205,-0.274,3.341,3.386,0.108,3.181,0.0,0.0,0.344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,595,0.058,-0.505,-0.143,0.0,0.0,-0.583,0.316,-0.088,3.863,4.033,0.381,3.087,0.0,0.435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,24,0.118,-0.7,-0.057,0.0,0.0,-0.322,0.324,-0.244,3.898,4.173,0.19,3.969,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,269,0.0,-0.764,-0.225,0.0,0.0,-0.439,0.489,-0.452,3.051,3.298,0.201,2.943,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264,0.0,0.0
19,78,-0.134,-0.265,-0.022,0.0,-0.268,-0.434,0.313,-0.253,3.395,3.813,0.141,2.978,0.0,0.0,0.0,0.0,0.0,-0.167,0.0,0.0,0.0,0.0,0.0
35,41,0.0,-0.082,0.163,0.0,0.0,0.151,0.195,-0.069,1.694,1.535,0.093,1.625,0.0,0.089,0.0,0.0,0.0,0.139,0.0,0.0,0.0,0.0,0.0
598,253,-0.001,-0.673,-0.055,0.0,-0.24,-0.27,0.249,-0.369,3.393,3.42,0.189,3.763,-0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,31,0.0,-0.109,0.101,0.0,0.0,-0.142,0.373,-0.02,3.889,4.143,0.118,3.108,0.0,0.307,0.0,0.0,0.0,-0.034,0.0,0.0,0.0,0.0,0.0
384,660,0.0,-0.603,-0.069,0.0,-0.365,-0.449,0.448,-0.313,4.414,4.63,0.178,3.656,0.0,0.0,0.0,0.0,0.0,-0.278,0.0,0.0,0.0,0.605,0.0
860,108,-0.013,-0.356,-0.034,0.0,0.0,-0.3,0.242,-0.332,3.61,3.834,0.137,3.309,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,777,0.128,-0.504,-0.16,0.0,0.0,-0.391,0.437,-0.342,2.559,2.357,0.168,3.017,0.0,0.0,0.0,0.0,0.0,0.0,-0.054,0.0,0.0,0.0,0.0
821,184,0.008,-0.438,0.176,0.0,0.0,-0.072,0.564,-0.161,3.422,3.485,0.165,3.161,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,899,0.319,-1.115,-0.03,0.0,0.0,-0.109,0.632,-0.253,2.1,1.617,0.199,3.397,0.0,0.0,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,197,-0.078,-0.095,0.111,0.0,0.0,0.184,0.245,-0.133,3.359,3.224,0.064,3.333,0.0,0.0,0.0,-0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,959,-0.005,-0.332,0.123,0.0,0.0,0.074,0.314,0.0,2.972,2.848,0.154,2.763,0.0,0.326,0.0,0.0,0.0,0.137,0.0,0.0,0.0,0.0,0.0
41,356,0.151,-0.484,-0.109,0.0,0.0,-0.328,0.554,-0.265,3.777,4.05,0.191,2.897,0.0,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,260,0.206,-0.467,-0.175,0.0,0.0,-0.402,0.581,-0.155,4.139,4.487,0.211,3.246,0.0,0.197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,247,-0.165,-0.063,0.09,0.0,0.0,-0.074,0.002,-0.241,3.513,3.883,0.055,3.201,-0.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,703,0.287,-0.616,-0.086,0.0,-0.165,-0.171,0.556,-0.203,3.652,3.634,0.153,3.628,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,342,0.051,-0.484,-0.019,0.0,0.0,-0.306,0.25,-0.31,4.116,4.263,0.196,3.873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259,0.0,0.0
149,267,0.07,-0.647,-0.044,0.0,0.0,-0.41,0.325,-0.291,2.833,2.736,0.176,3.319,0.0,0.0,0.0,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,156,0.138,-0.781,0.056,0.0,0.0,-0.232,0.491,-0.366,2.301,2.503,0.19,2.28,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0
116,146,-0.048,-0.117,0.057,0.0,0.0,-0.171,0.32,-0.21,3.466,3.357,0.069,4.056,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,191,0.0,0.025,0.037,0.0,0.0,-0.026,0.215,-0.208,4.053,4.2,0.084,3.71,0.0,0.0,0.031,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0
484,158,0.145,-0.761,0.104,0.0,0.0,-0.063,0.455,-0.089,3.222,3.488,0.137,2.752,0.0,0.0,0.0,0.363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,226,0.114,-0.635,-0.014,0.0,0.0,-0.343,0.4,-0.119,3.309,3.408,0.152,3.229,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,471,0.0,-0.403,0.008,0.0,0.0,-0.206,0.419,-0.314,3.611,3.806,0.252,3.035,0.0,0.392,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0
413,1070,0.0,-0.322,0.022,0.0,0.0,-0.178,0.412,-0.144,2.742,2.393,0.081,3.334,-0.145,0.0,0.0,0.0,0.0,-0.098,0.0,0.0,0.0,0.0,0.0
202,504,-0.345,0.169,0.018,0.0,0.0,-0.28,-0.043,-0.307,3.257,3.272,0.095,3.508,0.0,0.0,0.0,-0.424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,52,0.0,-0.709,0.022,0.0,0.0,-0.494,0.606,0.0,3.252,3.431,0.127,2.907,-0.069,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.517,0.0,0.0
228,293,0.0,-0.099,0.113,0.0,0.044,-0.112,0.124,-0.169,3.733,3.924,0.086,3.222,0.0,0.0,0.293,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0
498,28,-0.041,-0.407,0.073,0.0,0.0,-0.365,0.346,-0.178,3.79,3.707,0.186,3.628,0.0,0.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,433,0.19,-0.733,-0.094,0.236,0.0,-0.488,0.56,-0.365,3.345,3.461,0.167,3.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,357,0.0,-0.662,-0.038,0.0,0.0,-0.193,0.377,0.0,4.599,4.898,0.128,3.855,0.026,0.0,-0.071,0.0,0.0,0.0,0.0,0.0,0.423,0.0,0.0
759,408,0.0,-0.02,0.088,0.0,0.0,-0.137,0.313,-0.128,4.196,4.406,0.155,3.348,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.325,0.0,0.0
138,181,0.0,-0.44,0.005,0.0,0.0,-0.358,0.151,-0.166,3.609,3.489,0.162,4.263,-0.156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.0
85,31,0.0,-0.521,0.146,0.0,0.0,-0.297,0.509,-0.196,3.74,4.053,0.181,2.953,0.0,0.315,0.0,0.0,0.0,-0.153,0.0,0.0,0.0,0.0,0.0
769,219,0.165,-0.768,0.089,0.0,0.0,-0.265,0.481,-0.321,1.873,1.696,0.175,2.236,0.0,0.0,0.0,0.237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,120,0.0,-0.677,0.093,0.0,0.0,-0.461,0.647,-0.112,3.233,2.947,0.173,3.133,0.0,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0,0.0
845,329,0.214,-0.603,-0.005,0.0,0.0,-0.015,0.484,-0.256,3.834,4.108,0.138,3.542,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,552,0.0,-0.214,0.043,0.0,0.0,-0.064,0.427,-0.27,3.794,3.716,0.158,3.68,0.0,0.275,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,726,0.094,-0.529,0.079,0.0,-0.253,-0.142,0.438,-0.092,2.894,2.927,0.06,2.918,0.0,0.0,0.0,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,160,0.0,-0.262,-0.052,0.0,0.0,-0.539,0.411,-0.314,3.174,3.186,0.197,2.765,0.0,0.0,0.0,0.0,0.0,-0.216,0.0,0.0,0.0,0.599,0.0
85,100,0.0,-0.609,0.14,0.285,0.0,-0.302,0.664,-0.171,3.809,4.188,0.197,2.904,0.0,0.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1016,0.149,-0.306,0.038,0.0,0.0,0.103,0.468,-0.093,3.426,3.476,0.079,3.322,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,1006,0.011,-0.704,0.147,0.0,0.0,-0.261,0.46,-0.145,3.209,3.281,0.086,3.211,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,94,0.0,-0.02,0.134,0.0,-0.081,-0.418,0.271,0.055,3.829,4.089,0.242,3.107,0.0,0.433,0.0,0.0,0.0,-0.231,0.0,0.0,0.0,0.0,0.0
905,1076,0.019,-0.37,0.071,0.0,0.0,-0.229,0.354,-0.177,2.421,2.308,0.212,2.326,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,43,0.179,-0.476,0.026,0.0,0.006,0.012,0.539,0.0,3.685,3.683,0.135,3.117,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.205,0.0,0.0,0.0
720,406,0.137,-0.425,0.03,0.0,0.0,0.005,0.522,-0.019,3.226,3.263,0.085,2.993,0.0,0.0,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,241,0.0,-0.64,0.04,0.0,0.0,-0.277,0.324,-0.33,4.366,4.515,0.158,3.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141,0.0,0.138,0.0
700,289,0.0,-0.549,0.089,0.0,0.0,-0.682,0.68,0.0,3.95,3.939,0.273,3.077,0.0,0.517,0.062,0.0,0.0,0.0,0.0,0.0,0.318,0.0,0.0
542,501,0.111,0.0,-0.009,0.0,0.0,-0.18,0.242,0.0,3.697,3.662,0.132,3.126,0.0,0.298,0.129,0.0,0.0,0.103,0.0,0.0,0.0,0.0,0.0
644,531,-0.185,-0.013,0.284,0.0,-0.014,0.511,0.17,0.112,3.336,3.135,0.187,2.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.164
920,471,0.0,-0.15,0.033,0.0,0.093,0.239,0.29,-0.05,4.269,4.432,0.171,3.384,0.0,0.04,0.0,0.0,0.0,0.282,0.0,0.0,0.0,0.0,0.0
58,221,0.12,-0.61,0.108,0.0,-0.299,-0.241,0.566,-0.232,3.721,4.077,0.066,3.24,0.0,0.0,0.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,293,0.0,-0.275,0.032,0.0,-0.113,-0.109,0.338,-0.173,3.69,3.778,0.056,3.614,0.0,0.0,0.093,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0
922,317,0.0,-0.647,0.084,0.0,0.0,-0.374,0.445,-0.268,3.549,3.667,0.267,2.906,0.0,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.433,0.0,0.0
80,58,0.0,-0.276,-0.014,0.0,0.0,-0.324,0.325,-0.13,4.544,4.818,0.144,3.886,0.0,0.122,0.0,0.0,0.0,0.0,0.0,0.0,0.312,0.0,0.0
353,182,0.126,-0.525,0.05,0.0,0.0,-0.12,0.352,-0.102,3.486,3.771,0.064,2.937,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
921,157,0.0,-0.063,0.195,0.0,0.0,-0.291,0.421,-0.025,3.583,3.631,0.164,3.23,-0.045,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
556,329,0.219,-0.868,-0.118,0.0,0.0,-0.525,0.503,-0.354,3.293,3.652,0.228,2.929,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,201,0.0,-0.741,0.01,0.0,0.0,-0.133,0.385,-0.225,2.91,2.961,0.17,2.977,0.0,0.0,-0.02,0.0,0.0,-0.017,0.0,0.0,0.0,0.0,0.0
413,931,0.0,-0.193,0.038,0.0,0.0,-0.121,0.508,-0.033,3.464,3.454,0.112,3.127,0.0,0.236,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,217,0.0,-0.491,0.109,0.0,0.0,-0.171,0.551,-0.196,3.848,4.033,0.112,3.178,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.253,0.0
579,886,0.149,-0.33,-0.064,0.0,0.0,-0.012,0.275,-0.286,2.878,2.771,0.189,3.206,0.0,0.0,0.0,0.0,0.0,0.0,-0.221,0.0,0.0,0.0,0.0
516,462,0.235,-0.857,-0.206,0.0,0.0,-0.172,0.068,-0.454,3.558,3.655,0.354,3.529,-0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
907,646,0.151,-0.686,0.037,0.0,0.0,-0.395,0.585,-0.175,3.667,3.727,0.267,3.131,0.0,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,314,0.07,-0.491,0.066,0.0,-0.169,-0.245,0.424,-0.165,3.216,3.352,0.124,3.324,0.0,0.0,0.0,0.0,0.0,0.0,-0.381,0.0,0.0,0.0,0.0
793,220,0.0,0.162,0.149,0.0,0.275,0.262,0.191,0.0,3.609,3.759,0.129,2.956,0.0,-0.018,0.251,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
366,103,0.011,-0.227,-0.084,0.0,-0.329,0.083,0.17,-0.43,2.717,2.793,0.161,3.308,0.0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,168,0.147,-0.746,0.031,0.0,0.0,-0.398,0.467,-0.291,2.209,2.089,0.172,3.199,0.0,0.0,0.0,0.0,0.0,0.0,-0.353,0.0,0.0,0.0,0.0
682,190,0.0,-0.061,-0.028,0.0,0.0,-0.007,0.299,-0.138,2.978,2.838,0.118,2.899,0.0,0.208,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0
27,1,0.118,0.0,-0.125,0.0,0.0,-0.3,-0.193,0.0,3.777,3.897,0.089,3.037,0.0,0.0,0.0,0.0,0.0,-0.133,0.0,0.186,0.0,0.329,0.0
136,417,-0.026,-0.453,0.037,0.0,0.0,-0.185,0.363,-0.205,3.241,3.339,0.106,3.396,0.0,0.0,0.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,113,-0.028,-0.348,-0.132,0.0,-0.227,-0.629,0.415,-0.412,4.081,4.427,0.281,3.977,0.0,0.0,0.0,0.0,0.0,0.0,-0.589,0.0,0.0,0.0,0.0
0,365,-0.077,-0.106,-0.008,0.0,0.0,-0.387,0.288,-0.193,3.472,3.336,0.296,3.312,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,257,0.0,-0.455,-0.209,0.0,-0.315,-0.404,0.504,-0.173,2.993,2.887,0.129,3.375,0.0,0.013,-0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,538,-0.313,0.196,0.044,0.0,0.0,-0.275,-0.044,-0.257,3.737,3.693,0.091,3.443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.338,0.0,0.0
492,274,0.0,-0.189,0.173,0.0,0.0,0.063,0.386,-0.069,2.813,2.673,0.093,2.778,0.0,0.225,0.0,0.0,0.0,0.088,0.0,0.0,0.0,0.0,0.0
270,131,0.033,-0.625,-0.119,0.0,-0.35,-0.545,0.258,-0.299,2.666,2.416,0.195,3.464,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,652,-0.011,-0.367,0.087,0.0,-0.135,-0.199,0.344,-0.17,3.583,3.688,0.077,3.619,0.0,0.0,0.0,0.0,0.0,-0.048,0.0,0.0,0.0,0.0,0.0
404,695,0.0,-0.388,0.021,0.0,-0.177,-0.181,0.573,-0.43,3.452,3.446,0.26,3.353,0.0,0.158,-0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,116,0.0,-0.521,-0.066,0.0,0.0,-0.215,0.612,-0.282,2.484,2.241,0.132,3.072,-0.024,0.0,0.0,0.0,0.0,-0.077,0.0,0.0,0.0,0.0,0.0
335,870,0.259,-0.456,-0.169,0.0,0.0,-0.414,0.484,-0.139,3.503,3.664,0.132,3.303,0.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,57,0.0,-0.269,0.144,0.0,0.0,-0.097,0.338,0.0,3.453,3.722,0.102,2.991,0.069,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.099
218,1022,-0.001,-0.464,0.057,0.0,0.0,-0.095,0.323,-0.087,3.615,3.682,0.14,3.354,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,56,-0.07,-0.195,-0.001,0.168,0.0,-0.157,0.107,-0.185,4.824,5.029,0.066,4.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,34,0.179,-0.541,-0.006,0.0,0.0,-0.213,0.551,-0.02,4.055,4.254,0.132,3.5,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,357,0.0,-0.65,0.005,0.0,0.0,0.007,0.491,0.0,4.557,4.858,0.125,3.439,0.072,0.0,-0.049,0.0,0.0,0.0,0.0,0.0,0.479,0.0,0.0
738,86,-0.111,-0.265,0.068,0.0,0.0,-0.282,0.246,-0.175,3.311,3.411,0.079,3.287,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,274,0.0,-0.292,0.119,0.0,0.0,0.168,0.391,0.108,2.343,2.241,0.105,2.049,0.0,0.263,0.0,0.0,0.0,0.234,0.0,0.0,0.0,0.0,0.0
