userId,itemId,rank,explanations,expl
17.0,239.0,7.0,"{4: 3, 5: 6}",0.7551
17.0,297.0,8.0,"{4: 2, 5: 4}",0.56
17.0,130.0,9.0,"{3: 1, 4: 2}",0.2245
17.0,1271.0,10.0,{},0.0
18.0,1255.0,1.0,{},0.0
18.0,180.0,2.0,"{4: 2, 5: 2}",0.4865
18.0,174.0,3.0,"{4: 1, 5: 3}",0.2857
18.0,36.0,4.0,"{4: 1, 5: 2}",0.0833
18.0,569.0,5.0,"{4: 1, 5: 1}",0.1429
18.0,240.0,6.0,"{2: 1, 3: 1, 4: 1, 5: 5}",0.54
18.0,200.0,7.0,"{2: 1, 4: 4, 5: 5}",0.82
18.0,277.0,8.0,{5: 3},0.3409
18.0,1271.0,9.0,{},0.0
18.0,254.0,10.0,"{2: 1, 3: 2, 4: 3, 5: 1}",0.4792
19.0,936.0,1.0,"{4: 5, 5: 4}",0.7619
19.0,180.0,2.0,"{4: 1, 5: 1}",0.2432
19.0,289.0,3.0,"{2: 1, 3: 2, 4: 3, 5: 1}",0.4444
19.0,1120.0,4.0,{3: 1},0.1154
19.0,238.0,5.0,"{3: 2, 4: 2, 5: 5}",0.7907
19.0,1271.0,6.0,{},0.0
19.0,541.0,7.0,"{3: 1, 4: 3, 5: 3}",0.6818
19.0,522.0,8.0,{},0.0
19.0,574.0,9.0,"{3: 2, 4: 2, 5: 1}",0.4242
19.0,1028.0,10.0,"{3: 1, 4: 3, 5: 4}",0.9459
20.0,1255.0,1.0,{},0.0
20.0,569.0,2.0,{3: 1},0.0
20.0,180.0,3.0,{5: 2},0.2703
20.0,174.0,4.0,"{4: 1, 5: 1}",0.1837
20.0,1271.0,5.0,{},0.0
20.0,277.0,6.0,{5: 2},0.2273
20.0,36.0,7.0,"{4: 1, 5: 2}",0.2917
20.0,612.0,8.0,{5: 2},0.2857
20.0,991.0,9.0,{},0.0
20.0,936.0,10.0,"{4: 1, 5: 1}",0.2143
21.0,1255.0,1.0,{},0.0
21.0,174.0,2.0,"{3: 3, 4: 1, 5: 6}",0.8776
21.0,180.0,3.0,"{4: 1, 5: 2}",0.3784
21.0,569.0,4.0,{5: 1},0.1786
21.0,66.0,5.0,"{4: 4, 5: 5}",0.6957
21.0,254.0,6.0,"{4: 4, 5: 4}",0.6458
21.0,62.0,7.0,"{4: 5, 5: 4}",0.8511
21.0,1271.0,8.0,{},0.0
21.0,240.0,9.0,"{3: 1, 4: 3, 5: 4}",0.6
21.0,130.0,10.0,"{4: 1, 5: 1}",0.1837
22.0,1255.0,1.0,{},0.0
22.0,36.0,2.0,"{3: 1, 4: 2, 5: 4}",0.5417
22.0,496.0,3.0,"{3: 1, 4: 3, 5: 1}",0.3478
22.0,569.0,4.0,"{3: 1, 5: 1}",0.2857
22.0,1271.0,5.0,{4: 1},0.4444
22.0,240.0,6.0,"{4: 6, 5: 1}",0.58
22.0,66.0,7.0,"{3: 1, 4: 4, 5: 2}",0.5435
22.0,1047.0,8.0,"{3: 1, 5: 1}",0.3478
22.0,275.0,9.0,"{3: 2, 4: 5, 5: 2}",0.587
22.0,753.0,10.0,"{3: 2, 4: 3}",0.5143
23.0,1255.0,1.0,{4: 1},0.4444
23.0,569.0,2.0,"{3: 2, 5: 2}",0.5714
23.0,1271.0,3.0,{},0.0
23.0,5.0,4.0,"{4: 2, 5: 7}",0.9149
23.0,522.0,5.0,{4: 1},0.2
23.0,254.0,6.0,"{4: 4, 5: 5}",0.7708
23.0,488.0,7.0,"{3: 2, 5: 2}",0.3514
23.0,612.0,8.0,{5: 1},0.1429
23.0,991.0,9.0,{},0.0
23.0,1239.0,10.0,{},0.0
24.0,1255.0,1.0,{},0.0
24.0,200.0,2.0,{5: 8},0.7
24.0,569.0,3.0,{5: 1},0.1786
24.0,719.0,4.0,"{4: 1, 5: 1}",0.0851
24.0,130.0,5.0,{4: 1},0.0816
24.0,66.0,6.0,"{4: 4, 5: 3}",0.587
24.0,180.0,7.0,{},0.0
24.0,157.0,8.0,"{3: 3, 4: 4}",0.4681
24.0,36.0,9.0,"{4: 4, 5: 4}",0.6458
24.0,62.0,10.0,"{4: 5, 5: 4}",0.8511
25.0,1255.0,1.0,{},0.0
25.0,652.0,2.0,"{3: 1, 4: 2}",0.2391
25.0,569.0,3.0,{5: 1},0.1786
25.0,68.0,4.0,"{3: 1, 4: 2, 5: 4}",0.6047
25.0,647.0,5.0,"{3: 1, 4: 1}",0.1795
25.0,347.0,6.0,"{3: 1, 4: 2, 5: 6}",0.8367
25.0,291.0,7.0,"{3: 3, 4: 2, 5: 2}",0.75
25.0,130.0,8.0,{},0.0
25.0,56.0,9.0,"{3: 1, 4: 2, 5: 5}",0.5909
25.0,6.0,10.0,"{3: 3, 4: 3, 5: 1}",0.5778
26.0,1255.0,1.0,{},0.0
26.0,569.0,2.0,{},0.0
26.0,180.0,3.0,{4: 4},0.4324
26.0,174.0,4.0,"{4: 3, 5: 1}",0.2449
26.0,200.0,5.0,"{3: 1, 4: 1, 5: 1}",0.24
26.0,36.0,6.0,"{3: 2, 4: 1, 5: 1}",0.2083
26.0,277.0,7.0,"{4: 2, 5: 4}",0.6364
26.0,66.0,8.0,"{3: 1, 4: 1}",0.1522
26.0,62.0,9.0,"{3: 3, 4: 2}",0.3617
26.0,936.0,10.0,{4: 1},0.0952
27.0,1255.0,1.0,{},0.0
27.0,216.0,2.0,{},0.0
27.0,174.0,3.0,{},0.0
27.0,36.0,4.0,{},0.0
27.0,496.0,5.0,{},0.0
27.0,240.0,6.0,{},0.0
27.0,5.0,7.0,{},0.0
27.0,260.0,8.0,{},0.0
27.0,200.0,9.0,{},0.0
27.0,254.0,10.0,{},0.0
28.0,1255.0,1.0,{},0.0
28.0,36.0,2.0,"{4: 3, 5: 3}",0.4583
28.0,496.0,3.0,{5: 4},0.4348
28.0,5.0,4.0,"{4: 1, 5: 4}",0.4043
28.0,240.0,5.0,"{4: 5, 5: 2}",0.52
28.0,260.0,6.0,"{3: 1, 4: 1, 5: 5}",0.5625
28.0,277.0,7.0,"{4: 1, 5: 3}",0.3409
28.0,330.0,8.0,"{3: 1, 4: 1}",0.1034
28.0,569.0,9.0,{5: 1},0.1786
28.0,1047.0,10.0,"{3: 2, 4: 1}",0.4348
29.0,1255.0,1.0,{},0.0
29.0,180.0,2.0,{3: 2},0.1622
29.0,569.0,3.0,{},0.0
29.0,174.0,4.0,{},0.0
29.0,36.0,5.0,{},0.0
29.0,277.0,6.0,{},0.0
29.0,1271.0,7.0,{},0.0
29.0,200.0,8.0,{},0.0
29.0,62.0,9.0,{},0.0
29.0,991.0,10.0,{},0.0
30.0,1255.0,1.0,{},0.0
30.0,569.0,2.0,{},0.0
30.0,102.0,3.0,"{4: 3, 5: 7}",0.875
30.0,277.0,4.0,{5: 3},0.3409
30.0,180.0,5.0,"{4: 1, 5: 2}",0.3784
30.0,488.0,6.0,"{1: 1, 4: 1}",0.1081
30.0,991.0,7.0,{3: 1},0.0
30.0,130.0,8.0,{5: 2},0.2041
30.0,62.0,9.0,{4: 4},0.3404
30.0,1271.0,10.0,{},0.0
31.0,1255.0,1.0,{},0.0
31.0,180.0,2.0,{},0.0
31.0,174.0,3.0,"{3: 2, 5: 4}",0.5306
31.0,569.0,4.0,{5: 1},0.1786
31.0,277.0,5.0,{4: 1},0.0909
31.0,200.0,6.0,"{4: 1, 5: 3}",0.38
31.0,1271.0,7.0,{},0.0
31.0,62.0,8.0,"{4: 1, 5: 2}",0.2979
31.0,254.0,9.0,"{3: 1, 4: 1, 5: 1}",0.25
31.0,130.0,10.0,{5: 1},0.102
32.0,1255.0,1.0,{},0.0
32.0,156.0,2.0,"{3: 1, 4: 5, 5: 1}",0.5833
32.0,569.0,3.0,{},0.0
32.0,719.0,4.0,"{4: 1, 5: 4}",0.5106
32.0,102.0,5.0,"{3: 2, 4: 2, 5: 5}",0.8125
32.0,635.0,6.0,"{3: 1, 4: 3, 5: 1}",0.4286
32.0,629.0,7.0,"{4: 2, 5: 2}",0.2093
32.0,62.0,8.0,"{3: 1, 4: 2, 5: 1}",0.3404
32.0,652.0,9.0,{4: 1},0.087
32.0,277.0,10.0,"{3: 1, 5: 2}",0.2955
33.0,1255.0,1.0,{},0.0
33.0,569.0,2.0,{},0.0
33.0,174.0,3.0,"{4: 2, 5: 5}",0.6735
33.0,200.0,4.0,"{3: 1, 4: 1, 5: 4}",0.38
33.0,1271.0,5.0,{},0.0
33.0,66.0,6.0,"{3: 1, 4: 3, 5: 1}",0.3478
33.0,936.0,7.0,"{3: 1, 4: 4, 5: 1}",0.4762
33.0,991.0,8.0,{},0.0
33.0,130.0,9.0,"{4: 2, 5: 1}",0.2653
33.0,753.0,10.0,"{4: 3, 5: 1}",0.4857
34.0,1255.0,1.0,{},0.0
34.0,180.0,2.0,{3: 1},0.0811
34.0,174.0,3.0,{4: 1},0.0816
34.0,36.0,4.0,{5: 1},0.0
34.0,569.0,5.0,{},0.0
34.0,216.0,6.0,{},0.0
34.0,277.0,7.0,{},0.0
34.0,1271.0,8.0,{},0.0
34.0,496.0,9.0,{},0.0
34.0,200.0,10.0,{},0.0
35.0,408.0,1.0,{},0.0
35.0,719.0,2.0,{5: 5},0.5319
35.0,347.0,3.0,{},0.0
35.0,456.0,4.0,{},0.0
35.0,291.0,5.0,{},0.0
35.0,56.0,6.0,{},0.0
35.0,6.0,7.0,{},0.0
35.0,438.0,8.0,{},0.0
35.0,156.0,9.0,{},0.0
35.0,526.0,10.0,{},0.0
36.0,1255.0,1.0,{},0.0
36.0,180.0,2.0,{},0.0
36.0,174.0,3.0,{},0.0
36.0,569.0,4.0,{},0.0
36.0,200.0,5.0,{},0.0
36.0,277.0,6.0,{},0.0
36.0,1271.0,7.0,{},0.0
36.0,130.0,8.0,"{2: 1, 3: 2, 4: 1, 5: 3}",0.5102
36.0,66.0,9.0,{},0.0
36.0,62.0,10.0,{},0.0
37.0,1255.0,1.0,{},0.0
37.0,101.0,2.0,"{3: 1, 4: 3, 5: 6}",0.82
37.0,254.0,3.0,"{2: 1, 3: 1, 4: 3, 5: 3}",0.625
37.0,174.0,4.0,"{3: 1, 5: 3}",0.1633
37.0,36.0,5.0,"{3: 1, 4: 2, 5: 2}",0.3333
37.0,569.0,6.0,"{4: 1, 5: 1}",0.1429
37.0,753.0,7.0,{},0.0
37.0,367.0,8.0,"{3: 1, 4: 4, 5: 5}",0.7609
37.0,260.0,9.0,"{4: 2, 5: 4}",0.5833
37.0,275.0,10.0,"{3: 2, 5: 1}",0.2391
38.0,1255.0,1.0,{4: 1},0.4444
38.0,180.0,2.0,{5: 1},0.1351
38.0,569.0,3.0,"{3: 1, 5: 1}",0.2857
38.0,238.0,4.0,"{3: 2, 4: 4, 5: 2}",0.6279
38.0,200.0,5.0,"{4: 3, 5: 5}",0.56
38.0,1271.0,6.0,{},0.0
38.0,277.0,7.0,"{4: 1, 5: 2}",0.3182
38.0,991.0,8.0,{},0.0
38.0,673.0,9.0,"{4: 2, 5: 1}",0.4815
38.0,1239.0,10.0,{},0.0
39.0,1255.0,1.0,"{4: 1, 5: 1}",1.0
39.0,569.0,2.0,"{3: 2, 5: 1}",0.3929
39.0,200.0,3.0,"{3: 1, 4: 5, 5: 3}",0.58
39.0,180.0,4.0,"{4: 1, 5: 2}",0.3784
39.0,66.0,5.0,"{4: 6, 5: 2}",0.6522
39.0,277.0,6.0,"{4: 1, 5: 3}",0.2273
39.0,1271.0,7.0,{4: 1},0.0
39.0,62.0,8.0,"{3: 6, 4: 1, 5: 3}",0.7872
39.0,936.0,9.0,"{4: 4, 5: 2}",0.4286
39.0,130.0,10.0,{4: 3},0.2449
40.0,1255.0,1.0,{},0.0
40.0,180.0,2.0,{},0.0
40.0,174.0,3.0,{},0.0
40.0,36.0,4.0,{},0.0
40.0,569.0,5.0,{},0.0
40.0,200.0,6.0,{},0.0
40.0,277.0,7.0,{},0.0
40.0,66.0,8.0,{},0.0
40.0,1271.0,9.0,{},0.0
40.0,216.0,10.0,{},0.0
41.0,118.0,1.0,"{4: 4, 5: 4}",0.6531
41.0,1255.0,2.0,{5: 1},0.5556
41.0,5.0,3.0,"{3: 1, 4: 2, 5: 5}",0.6596
41.0,512.0,4.0,"{4: 3, 5: 2}",0.4091
41.0,355.0,5.0,"{3: 2, 4: 5, 5: 2}",0.6596
41.0,113.0,6.0,"{3: 3, 4: 4, 5: 2}",0.814
41.0,330.0,7.0,"{3: 3, 4: 1}",0.4483
41.0,367.0,8.0,"{4: 6, 5: 3}",0.6522
41.0,359.0,9.0,"{3: 1, 4: 1, 5: 4}",0.5745
41.0,361.0,10.0,"{4: 6, 5: 2}",0.7727
42.0,1255.0,1.0,{},0.0
42.0,180.0,2.0,{3: 1},0.0811
42.0,174.0,3.0,{4: 1},0.0816
42.0,569.0,4.0,{},0.0
42.0,36.0,5.0,{5: 2},0.1042
42.0,277.0,6.0,{},0.0
42.0,200.0,7.0,{5: 2},0.2
42.0,1271.0,8.0,{},0.0
42.0,130.0,9.0,"{4: 1, 5: 1}",0.1837
42.0,62.0,10.0,{},0.0
43.0,1255.0,1.0,{},0.0
43.0,492.0,2.0,"{3: 3, 4: 1, 5: 4}",0.6222
43.0,118.0,3.0,"{2: 1, 3: 2, 5: 3}",0.4286
43.0,174.0,4.0,"{4: 2, 5: 3}",0.3673
43.0,180.0,5.0,"{4: 3, 5: 1}",0.4595
43.0,240.0,6.0,"{4: 2, 5: 5}",0.46
43.0,5.0,7.0,"{3: 2, 4: 3, 5: 3}",0.617
43.0,260.0,8.0,"{4: 1, 5: 2}",0.2917
43.0,189.0,9.0,"{4: 4, 5: 5}",0.7551
43.0,36.0,10.0,"{3: 2, 5: 3}",0.2292
44.0,1255.0,1.0,{},0.0
44.0,569.0,2.0,{},0.0
44.0,180.0,3.0,{1: 1},0.0
44.0,174.0,4.0,{},0.0
44.0,36.0,5.0,{},0.0
44.0,200.0,6.0,{},0.0
44.0,277.0,7.0,{},0.0
44.0,66.0,8.0,{},0.0
44.0,1271.0,9.0,{},0.0
44.0,62.0,10.0,{},0.0
45.0,1255.0,1.0,{},0.0
45.0,496.0,2.0,"{3: 2, 4: 1, 5: 1}",0.2609
45.0,5.0,3.0,"{3: 1, 4: 2, 5: 2}",0.4468
45.0,260.0,4.0,"{3: 1, 4: 1, 5: 2}",0.3542
45.0,330.0,5.0,"{3: 2, 4: 3}",0.4828
45.0,133.0,6.0,"{4: 1, 5: 2}",0.3111
45.0,512.0,7.0,{5: 1},0.1136
45.0,1047.0,8.0,{3: 1},0.0
45.0,569.0,9.0,"{4: 2, 5: 2}",0.3571
45.0,1271.0,10.0,{},0.0
46.0,1255.0,1.0,{},0.0
46.0,101.0,2.0,"{4: 4, 5: 5}",0.74
46.0,569.0,3.0,{5: 1},0.1786
46.0,200.0,4.0,"{3: 1, 4: 1, 5: 4}",0.54
46.0,277.0,5.0,{5: 1},0.1136
46.0,180.0,6.0,{5: 1},0.1351
46.0,36.0,7.0,"{4: 1, 5: 2}",0.2917
46.0,130.0,8.0,{5: 4},0.3061
46.0,240.0,9.0,"{4: 2, 5: 3}",0.28
46.0,311.0,10.0,"{3: 1, 4: 2, 5: 4}",0.6596
47.0,1255.0,1.0,{},0.0
47.0,569.0,2.0,{5: 2},0.1786
47.0,635.0,3.0,"{4: 2, 5: 1}",0.3714
47.0,62.0,4.0,"{4: 3, 5: 1}",0.3617
47.0,456.0,5.0,"{2: 1, 3: 3, 4: 5, 5: 1}",0.7907
47.0,99.0,6.0,"{4: 2, 5: 4}",0.4043
47.0,130.0,7.0,"{4: 1, 5: 1}",0.1837
47.0,277.0,8.0,{5: 3},0.3409
47.0,238.0,9.0,"{4: 2, 5: 1}",0.3023
47.0,936.0,10.0,"{4: 2, 5: 2}",0.4286
48.0,1255.0,1.0,{},0.0
48.0,174.0,2.0,{},0.0
48.0,180.0,3.0,{},0.0
48.0,569.0,4.0,{},0.0
48.0,200.0,5.0,{},0.0
48.0,36.0,6.0,{},0.0
48.0,254.0,7.0,{},0.0
48.0,277.0,8.0,{},0.0
48.0,240.0,9.0,{4: 1},0.0
48.0,62.0,10.0,{},0.0
49.0,1255.0,1.0,{},0.0
49.0,569.0,2.0,{4: 1},0.1429
49.0,161.0,3.0,{4: 1},0.08
49.0,101.0,4.0,{5: 1},0.0
49.0,180.0,5.0,"{1: 1, 3: 1, 5: 2}",0.3514
49.0,174.0,6.0,{},0.0
49.0,36.0,7.0,{},0.0
49.0,357.0,8.0,"{3: 1, 4: 3, 5: 1}",0.4
49.0,130.0,9.0,{5: 1},0.102
49.0,62.0,10.0,{},0.0
50.0,1255.0,1.0,{},0.0
50.0,174.0,2.0,{},0.0
50.0,180.0,3.0,{},0.0
50.0,569.0,4.0,{},0.0
50.0,36.0,5.0,{},0.0
50.0,277.0,6.0,{},0.0
50.0,66.0,7.0,{},0.0
50.0,1271.0,8.0,{},0.0
50.0,200.0,9.0,{},0.0
50.0,936.0,10.0,{},0.0
51.0,1255.0,1.0,{},0.0
51.0,569.0,2.0,{4: 1},0.0
51.0,200.0,3.0,"{4: 3, 5: 4}",0.64
51.0,347.0,4.0,"{2: 1, 3: 3, 4: 2, 5: 2}",0.4898
51.0,408.0,5.0,"{3: 3, 4: 1, 5: 3}",0.5102
51.0,130.0,6.0,{4: 1},0.0816
51.0,180.0,7.0,{5: 5},0.4054
51.0,719.0,8.0,"{4: 1, 5: 1}",0.1915
51.0,161.0,9.0,"{4: 8, 5: 2}",0.66
51.0,1271.0,10.0,{},0.0
52.0,1255.0,1.0,{},0.0
52.0,240.0,2.0,"{4: 4, 5: 5}",0.64
