userId,itemId,rank
24.0,309.0,5.0
24.0,79.0,6.0
24.0,62.0,7.0
24.0,406.0,8.0
24.0,232.0,9.0
24.0,142.0,10.0
25.0,31.0,1.0
25.0,61.0,2.0
25.0,103.0,3.0
25.0,56.0,4.0
25.0,144.0,5.0
25.0,275.0,6.0
25.0,291.0,7.0
25.0,252.0,8.0
25.0,247.0,9.0
25.0,226.0,10.0
26.0,201.0,1.0
26.0,8.0,2.0
26.0,777.0,3.0
26.0,655.0,4.0
26.0,408.0,5.0
26.0,188.0,6.0
26.0,369.0,7.0
26.0,54.0,8.0
26.0,367.0,9.0
26.0,421.0,10.0
27.0,873.0,1.0
27.0,103.0,2.0
27.0,89.0,3.0
27.0,302.0,4.0
27.0,209.0,5.0
27.0,43.0,6.0
27.0,17.0,7.0
27.0,173.0,8.0
27.0,534.0,9.0
27.0,568.0,10.0
28.0,78.0,1.0
28.0,204.0,2.0
28.0,133.0,3.0
28.0,676.0,4.0
28.0,181.0,5.0
28.0,52.0,6.0
28.0,595.0,7.0
28.0,63.0,8.0
28.0,17.0,9.0
28.0,125.0,10.0
29.0,502.0,1.0
29.0,534.0,2.0
29.0,751.0,3.0
29.0,512.0,4.0
29.0,331.0,5.0
29.0,141.0,6.0
29.0,501.0,7.0
29.0,432.0,8.0
29.0,1076.0,9.0
29.0,94.0,10.0
30.0,468.0,1.0
30.0,111.0,2.0
30.0,78.0,3.0
30.0,499.0,4.0
30.0,734.0,5.0
30.0,504.0,6.0
30.0,547.0,7.0
30.0,73.0,8.0
30.0,288.0,9.0
30.0,141.0,10.0
31.0,101.0,1.0
31.0,99.0,2.0
31.0,260.0,3.0
31.0,220.0,4.0
31.0,428.0,5.0
31.0,216.0,6.0
31.0,120.0,7.0
31.0,465.0,8.0
31.0,5.0,9.0
31.0,57.0,10.0
32.0,112.0,1.0
32.0,307.0,2.0
32.0,278.0,3.0
32.0,244.0,4.0
32.0,232.0,5.0
32.0,24.0,6.0
32.0,363.0,7.0
32.0,816.0,8.0
32.0,253.0,9.0
32.0,145.0,10.0
33.0,247.0,1.0
33.0,5.0,2.0
33.0,471.0,3.0
33.0,216.0,4.0
33.0,311.0,5.0
33.0,66.0,6.0
33.0,166.0,7.0
33.0,174.0,8.0
33.0,347.0,9.0
33.0,275.0,10.0
34.0,403.0,1.0
34.0,30.0,2.0
34.0,89.0,3.0
34.0,10.0,4.0
34.0,364.0,5.0
34.0,77.0,6.0
34.0,73.0,7.0
34.0,209.0,8.0
34.0,280.0,9.0
34.0,196.0,10.0
35.0,490.0,1.0
35.0,676.0,2.0
35.0,196.0,3.0
35.0,25.0,4.0
35.0,890.0,5.0
35.0,165.0,6.0
35.0,158.0,7.0
35.0,930.0,8.0
35.0,1006.0,9.0
35.0,133.0,10.0
36.0,130.0,1.0
36.0,652.0,2.0
36.0,751.0,3.0
36.0,630.0,4.0
36.0,361.0,5.0
36.0,511.0,6.0
36.0,243.0,7.0
36.0,104.0,8.0
36.0,0.0,9.0
36.0,346.0,10.0
37.0,514.0,1.0
37.0,1040.0,2.0
37.0,1019.0,3.0
37.0,590.0,4.0
37.0,817.0,5.0
37.0,693.0,6.0
37.0,339.0,7.0
37.0,111.0,8.0
37.0,128.0,9.0
37.0,36.0,10.0
38.0,719.0,1.0
38.0,726.0,2.0
38.0,867.0,3.0
38.0,646.0,4.0
38.0,338.0,5.0
38.0,377.0,6.0
38.0,229.0,7.0
38.0,432.0,8.0
38.0,699.0,9.0
38.0,211.0,10.0
39.0,108.0,1.0
39.0,355.0,2.0
39.0,359.0,3.0
39.0,436.0,4.0
39.0,337.0,5.0
39.0,247.0,6.0
39.0,225.0,7.0
39.0,694.0,8.0
39.0,57.0,9.0
39.0,89.0,10.0
40.0,608.0,1.0
40.0,630.0,2.0
40.0,43.0,3.0
40.0,860.0,4.0
40.0,807.0,5.0
40.0,681.0,6.0
40.0,380.0,7.0
40.0,0.0,8.0
40.0,48.0,9.0
40.0,269.0,10.0
41.0,529.0,1.0
41.0,939.0,2.0
41.0,197.0,3.0
41.0,366.0,4.0
41.0,121.0,5.0
41.0,46.0,6.0
41.0,92.0,7.0
41.0,61.0,8.0
41.0,72.0,9.0
41.0,863.0,10.0
42.0,297.0,1.0
42.0,136.0,2.0
42.0,427.0,3.0
42.0,60.0,4.0
42.0,177.0,5.0
42.0,31.0,6.0
42.0,371.0,7.0
42.0,121.0,8.0
42.0,707.0,9.0
42.0,406.0,10.0
43.0,408.0,1.0
43.0,614.0,2.0
43.0,464.0,3.0
43.0,56.0,4.0
43.0,552.0,5.0
43.0,359.0,6.0
43.0,158.0,7.0
43.0,135.0,8.0
43.0,366.0,9.0
43.0,973.0,10.0
44.0,751.0,1.0
44.0,49.0,2.0
44.0,226.0,3.0
44.0,120.0,4.0
44.0,178.0,5.0
44.0,357.0,6.0
44.0,157.0,7.0
44.0,665.0,8.0
44.0,364.0,9.0
44.0,693.0,10.0
45.0,297.0,1.0
45.0,112.0,2.0
45.0,83.0,3.0
45.0,247.0,4.0
45.0,221.0,5.0
45.0,311.0,6.0
45.0,647.0,7.0
45.0,695.0,8.0
45.0,814.0,9.0
45.0,427.0,10.0
46.0,445.0,1.0
46.0,101.0,2.0
46.0,656.0,3.0
46.0,144.0,4.0
46.0,280.0,5.0
46.0,268.0,6.0
46.0,120.0,7.0
46.0,204.0,8.0
46.0,196.0,9.0
46.0,305.0,10.0
47.0,356.0,1.0
47.0,321.0,2.0
47.0,465.0,3.0
47.0,557.0,4.0
47.0,970.0,5.0
47.0,730.0,6.0
47.0,182.0,7.0
47.0,348.0,8.0
47.0,36.0,9.0
47.0,745.0,10.0
48.0,177.0,1.0
48.0,25.0,2.0
48.0,87.0,3.0
48.0,31.0,4.0
48.0,614.0,5.0
48.0,406.0,6.0
48.0,656.0,7.0
48.0,269.0,8.0
48.0,274.0,9.0
48.0,131.0,10.0
49.0,25.0,1.0
49.0,242.0,2.0
49.0,56.0,3.0
49.0,614.0,4.0
49.0,278.0,5.0
49.0,86.0,6.0
49.0,151.0,7.0
49.0,68.0,8.0
49.0,140.0,9.0
49.0,180.0,10.0
50.0,98.0,1.0
50.0,269.0,2.0
50.0,289.0,3.0
50.0,95.0,4.0
50.0,274.0,5.0
50.0,261.0,6.0
50.0,144.0,7.0
50.0,608.0,8.0
50.0,1023.0,9.0
50.0,376.0,10.0
51.0,367.0,1.0
51.0,161.0,2.0
51.0,571.0,3.0
51.0,309.0,4.0
51.0,347.0,5.0
51.0,288.0,6.0
51.0,180.0,7.0
51.0,357.0,8.0
51.0,198.0,9.0
51.0,113.0,10.0
52.0,506.0,1.0
52.0,158.0,2.0
52.0,283.0,3.0
52.0,687.0,4.0
52.0,50.0,5.0
52.0,557.0,6.0
52.0,549.0,7.0
52.0,797.0,8.0
52.0,114.0,9.0
52.0,753.0,10.0
53.0,476.0,1.0
53.0,492.0,2.0
53.0,239.0,3.0
53.0,32.0,4.0
53.0,256.0,5.0
53.0,151.0,6.0
53.0,561.0,7.0
53.0,730.0,8.0
53.0,275.0,9.0
53.0,629.0,10.0
54.0,794.0,1.0
54.0,367.0,2.0
54.0,47.0,3.0
54.0,417.0,4.0
54.0,528.0,5.0
54.0,177.0,6.0
54.0,203.0,7.0
54.0,586.0,8.0
54.0,359.0,9.0
54.0,125.0,10.0
55.0,181.0,1.0
55.0,256.0,2.0
55.0,361.0,3.0
55.0,465.0,4.0
55.0,670.0,5.0
55.0,416.0,6.0
55.0,443.0,7.0
55.0,622.0,8.0
55.0,528.0,9.0
55.0,174.0,10.0
56.0,53.0,1.0
56.0,273.0,2.0
56.0,78.0,3.0
56.0,260.0,4.0
56.0,217.0,5.0
56.0,297.0,6.0
56.0,242.0,7.0
56.0,492.0,8.0
56.0,403.0,9.0
56.0,269.0,10.0
57.0,156.0,1.0
57.0,367.0,2.0
57.0,216.0,3.0
57.0,179.0,4.0
57.0,6.0,5.0
57.0,146.0,6.0
57.0,140.0,7.0
57.0,100.0,8.0
57.0,200.0,9.0
57.0,256.0,10.0
58.0,528.0,1.0
58.0,333.0,2.0
58.0,578.0,3.0
58.0,486.0,4.0
58.0,385.0,5.0
58.0,68.0,6.0
58.0,1069.0,7.0
58.0,449.0,8.0
58.0,795.0,9.0
58.0,888.0,10.0
59.0,355.0,1.0
59.0,95.0,2.0
59.0,571.0,3.0
59.0,408.0,4.0
59.0,221.0,5.0
59.0,337.0,6.0
59.0,367.0,7.0
59.0,209.0,8.0
59.0,307.0,9.0
59.0,600.0,10.0
60.0,137.0,1.0
60.0,506.0,2.0
60.0,50.0,3.0
60.0,181.0,4.0
60.0,230.0,5.0
60.0,86.0,6.0
60.0,247.0,7.0
60.0,166.0,8.0
60.0,856.0,9.0
60.0,241.0,10.0
61.0,23.0,1.0
61.0,267.0,2.0
61.0,97.0,3.0
61.0,177.0,4.0
61.0,158.0,5.0
61.0,408.0,6.0
61.0,552.0,7.0
61.0,298.0,8.0
61.0,103.0,9.0
61.0,302.0,10.0
62.0,274.0,1.0
62.0,1016.0,2.0
62.0,151.0,3.0
62.0,531.0,4.0
62.0,156.0,5.0
62.0,124.0,6.0
62.0,178.0,7.0
62.0,298.0,8.0
62.0,305.0,9.0
62.0,177.0,10.0
63.0,174.0,1.0
63.0,595.0,2.0
63.0,767.0,3.0
63.0,702.0,4.0
63.0,262.0,5.0
63.0,512.0,6.0
63.0,665.0,7.0
63.0,311.0,8.0
63.0,423.0,9.0
63.0,58.0,10.0
64.0,1016.0,1.0
64.0,320.0,2.0
64.0,423.0,3.0
64.0,355.0,4.0
64.0,47.0,5.0
64.0,407.0,6.0
64.0,66.0,7.0
64.0,781.0,8.0
64.0,657.0,9.0
64.0,390.0,10.0
65.0,320.0,1.0
65.0,971.0,2.0
65.0,196.0,3.0
65.0,758.0,4.0
65.0,174.0,5.0
65.0,628.0,6.0
65.0,573.0,7.0
65.0,153.0,8.0
65.0,415.0,9.0
65.0,860.0,10.0
66.0,261.0,1.0
66.0,184.0,2.0
66.0,404.0,3.0
66.0,269.0,4.0
66.0,325.0,5.0
66.0,130.0,6.0
66.0,420.0,7.0
66.0,43.0,8.0
66.0,608.0,9.0
66.0,280.0,10.0
67.0,70.0,1.0
67.0,26.0,2.0
67.0,544.0,3.0
67.0,212.0,4.0
67.0,480.0,5.0
67.0,238.0,6.0
67.0,32.0,7.0
67.0,820.0,8.0
67.0,1028.0,9.0
67.0,692.0,10.0
68.0,390.0,1.0
68.0,91.0,2.0
68.0,1054.0,3.0
68.0,161.0,4.0
68.0,96.0,5.0
68.0,137.0,6.0
68.0,97.0,7.0
68.0,66.0,8.0
68.0,130.0,9.0
68.0,435.0,10.0
69.0,719.0,1.0
69.0,360.0,2.0
69.0,261.0,3.0
69.0,52.0,4.0
69.0,157.0,5.0
69.0,217.0,6.0
69.0,354.0,7.0
69.0,104.0,8.0
69.0,34.0,9.0
69.0,497.0,10.0
70.0,111.0,1.0
70.0,185.0,2.0
70.0,10.0,3.0
70.0,683.0,4.0
70.0,368.0,5.0
70.0,1143.0,6.0
70.0,751.0,7.0
70.0,614.0,8.0
70.0,1076.0,9.0
70.0,337.0,10.0
71.0,504.0,1.0
71.0,529.0,2.0
71.0,254.0,3.0
71.0,53.0,4.0
71.0,205.0,5.0
71.0,140.0,6.0
71.0,46.0,7.0
71.0,373.0,8.0
71.0,174.0,9.0
71.0,604.0,10.0
72.0,573.0,1.0
72.0,864.0,2.0
72.0,307.0,3.0
72.0,113.0,4.0
72.0,310.0,5.0
72.0,1063.0,6.0
72.0,377.0,7.0
72.0,235.0,8.0
72.0,276.0,9.0
72.0,179.0,10.0
73.0,456.0,1.0
73.0,102.0,2.0
73.0,758.0,3.0
73.0,182.0,4.0
73.0,359.0,5.0
73.0,474.0,6.0
73.0,317.0,7.0
73.0,140.0,8.0
73.0,47.0,9.0
73.0,147.0,10.0
74.0,136.0,1.0
74.0,25.0,2.0
74.0,647.0,3.0
74.0,371.0,4.0
74.0,157.0,5.0
74.0,10.0,6.0
74.0,216.0,7.0
74.0,427.0,8.0
74.0,305.0,9.0
74.0,355.0,10.0
75.0,669.0,1.0
75.0,695.0,2.0
75.0,6.0,3.0
75.0,194.0,4.0
75.0,183.0,5.0
75.0,427.0,6.0
75.0,157.0,7.0
75.0,1036.0,8.0
75.0,592.0,9.0
75.0,40.0,10.0
76.0,654.0,1.0
76.0,435.0,2.0
76.0,587.0,3.0
76.0,246.0,4.0
76.0,518.0,5.0
76.0,1116.0,6.0
76.0,126.0,7.0
76.0,392.0,8.0
76.0,403.0,9.0
76.0,849.0,10.0
77.0,113.0,1.0
77.0,182.0,2.0
77.0,513.0,3.0
77.0,256.0,4.0
77.0,32.0,5.0
77.0,31.0,6.0
77.0,858.0,7.0
77.0,95.0,8.0
77.0,142.0,9.0
77.0,118.0,10.0
78.0,311.0,1.0
78.0,139.0,2.0
78.0,156.0,3.0
78.0,474.0,4.0
78.0,12.0,5.0
78.0,864.0,6.0
78.0,217.0,7.0
78.0,368.0,8.0
78.0,161.0,9.0
78.0,211.0,10.0
79.0,427.0,1.0
79.0,141.0,2.0
79.0,403.0,3.0
79.0,24.0,4.0
79.0,25.0,5.0
79.0,371.0,6.0
79.0,534.0,7.0
79.0,77.0,8.0
79.0,177.0,9.0
79.0,274.0,10.0
80.0,209.0,1.0
80.0,359.0,2.0
80.0,485.0,3.0
80.0,137.0,4.0
80.0,321.0,5.0
80.0,71.0,6.0
80.0,169.0,7.0
80.0,814.0,8.0
80.0,390.0,9.0
80.0,170.0,10.0
81.0,297.0,1.0
81.0,88.0,2.0
81.0,77.0,3.0
81.0,307.0,4.0
81.0,100.0,5.0
81.0,201.0,6.0
81.0,142.0,7.0
81.0,613.0,8.0
81.0,112.0,9.0
81.0,600.0,10.0
82.0,367.0,1.0
82.0,112.0,2.0
82.0,1023.0,3.0
82.0,68.0,4.0
82.0,506.0,5.0
82.0,229.0,6.0
82.0,668.0,7.0
82.0,305.0,8.0
82.0,860.0,9.0
82.0,63.0,10.0
83.0,7.0,1.0
83.0,291.0,2.0
83.0,174.0,3.0
83.0,33.0,4.0
83.0,623.0,5.0
83.0,479.0,6.0
83.0,336.0,7.0
83.0,242.0,8.0
83.0,191.0,9.0
83.0,498.0,10.0
84.0,403.0,1.0
84.0,12.0,2.0
84.0,280.0,3.0
84.0,189.0,4.0
84.0,136.0,5.0
84.0,577.0,6.0
84.0,355.0,7.0
84.0,86.0,8.0
84.0,204.0,9.0
84.0,614.0,10.0
85.0,1016.0,1.0
85.0,181.0,2.0
85.0,623.0,3.0
85.0,471.0,4.0
85.0,250.0,5.0
85.0,172.0,6.0
85.0,198.0,7.0
85.0,734.0,8.0
85.0,10.0,9.0
85.0,371.0,10.0
86.0,131.0,1.0
86.0,24.0,2.0
86.0,173.0,3.0
86.0,120.0,4.0
86.0,305.0,5.0
86.0,153.0,6.0
86.0,668.0,7.0
86.0,614.0,8.0
86.0,464.0,9.0
86.0,52.0,10.0
87.0,375.0,1.0
87.0,366.0,2.0
87.0,197.0,3.0
87.0,54.0,4.0
87.0,417.0,5.0
87.0,144.0,6.0
87.0,471.0,7.0
87.0,51.0,8.0
87.0,98.0,9.0
87.0,145.0,10.0
88.0,405.0,1.0
88.0,125.0,2.0
88.0,240.0,3.0
88.0,612.0,4.0
88.0,337.0,5.0
88.0,320.0,6.0
88.0,482.0,7.0
88.0,534.0,8.0
88.0,1.0,9.0
88.0,794.0,10.0
89.0,34.0,1.0
89.0,571.0,2.0
89.0,241.0,3.0
89.0,118.0,4.0
89.0,288.0,5.0
89.0,216.0,6.0
89.0,78.0,7.0
89.0,367.0,8.0
89.0,356.0,9.0
89.0,24.0,10.0
90.0,862.0,1.0
90.0,382.0,2.0
90.0,218.0,3.0
90.0,197.0,4.0
90.0,275.0,5.0
90.0,773.0,6.0
90.0,623.0,7.0
90.0,283.0,8.0
90.0,365.0,9.0
90.0,874.0,10.0
91.0,474.0,1.0
91.0,315.0,2.0
91.0,476.0,3.0
91.0,264.0,4.0
91.0,26.0,5.0
91.0,78.0,6.0
91.0,25.0,7.0
91.0,733.0,8.0
91.0,654.0,9.0
91.0,46.0,10.0
92.0,182.0,1.0
92.0,96.0,2.0
92.0,474.0,3.0
92.0,207.0,4.0
92.0,471.0,5.0
92.0,220.0,6.0
92.0,269.0,7.0
92.0,552.0,8.0
92.0,506.0,9.0
92.0,8.0,10.0
93.0,166.0,1.0
93.0,512.0,2.0
93.0,822.0,3.0
93.0,568.0,4.0
93.0,622.0,5.0
93.0,438.0,6.0
93.0,211.0,7.0
93.0,527.0,8.0
93.0,373.0,9.0
93.0,314.0,10.0
94.0,247.0,1.0
94.0,161.0,2.0
94.0,239.0,3.0
94.0,366.0,4.0
94.0,273.0,5.0
94.0,408.0,6.0
94.0,367.0,7.0
94.0,275.0,8.0
94.0,342.0,9.0
94.0,22.0,10.0
95.0,364.0,1.0
95.0,389.0,2.0
95.0,409.0,3.0
95.0,100.0,4.0
95.0,311.0,5.0
95.0,24.0,6.0
95.0,297.0,7.0
95.0,57.0,8.0
95.0,538.0,9.0
95.0,1.0,10.0
96.0,53.0,1.0
96.0,321.0,2.0
96.0,216.0,3.0
96.0,309.0,4.0
96.0,17.0,5.0
96.0,406.0,6.0
96.0,403.0,7.0
96.0,338.0,8.0
96.0,971.0,9.0
96.0,75.0,10.0
97.0,226.0,1.0
97.0,623.0,2.0
97.0,283.0,3.0
97.0,3.0,4.0
97.0,98.0,5.0
97.0,719.0,6.0
97.0,193.0,7.0
97.0,654.0,8.0
97.0,117.0,9.0
97.0,86.0,10.0
98.0,382.0,1.0
98.0,51.0,2.0
98.0,433.0,3.0
98.0,438.0,4.0
98.0,177.0,5.0
98.0,85.0,6.0
98.0,452.0,7.0
98.0,665.0,8.0
98.0,554.0,9.0
98.0,577.0,10.0
99.0,120.0,1.0
99.0,502.0,2.0
99.0,298.0,3.0
99.0,98.0,4.0
99.0,242.0,5.0
99.0,1.0,6.0
99.0,228.0,7.0
99.0,445.0,8.0
99.0,552.0,9.0
99.0,277.0,10.0
100.0,781.0,1.0
100.0,526.0,2.0
100.0,203.0,3.0
100.0,746.0,4.0
100.0,719.0,5.0
100.0,556.0,6.0
100.0,320.0,7.0
100.0,258.0,8.0
100.0,366.0,9.0
100.0,465.0,10.0
101.0,31.0,1.0
101.0,278.0,2.0
101.0,256.0,3.0
101.0,261.0,4.0
101.0,252.0,5.0
101.0,157.0,6.0
101.0,12.0,7.0
101.0,4.0,8.0
101.0,103.0,9.0
101.0,158.0,10.0
102.0,177.0,1.0
102.0,102.0,2.0
102.0,181.0,3.0
102.0,694.0,4.0
102.0,137.0,5.0
102.0,822.0,6.0
102.0,580.0,7.0
102.0,496.0,8.0
102.0,205.0,9.0
102.0,1107.0,10.0
103.0,57.0,1.0
103.0,367.0,2.0
103.0,452.0,3.0
103.0,474.0,4.0
103.0,144.0,5.0
103.0,540.0,6.0
103.0,94.0,7.0
103.0,360.0,8.0
103.0,5.0,9.0
103.0,93.0,10.0
104.0,49.0,1.0
104.0,299.0,2.0
104.0,427.0,3.0
104.0,120.0,4.0
104.0,278.0,5.0
104.0,452.0,6.0
104.0,657.0,7.0
104.0,115.0,8.0
104.0,471.0,9.0
104.0,196.0,10.0
105.0,734.0,1.0
105.0,340.0,2.0
105.0,351.0,3.0
105.0,315.0,4.0
105.0,887.0,5.0
105.0,26.0,6.0
105.0,693.0,7.0
105.0,201.0,8.0
105.0,254.0,9.0
105.0,336.0,10.0
106.0,157.0,1.0
106.0,360.0,2.0
106.0,117.0,3.0
106.0,274.0,4.0
106.0,280.0,5.0
106.0,48.0,6.0
106.0,116.0,7.0
106.0,668.0,8.0
106.0,1023.0,9.0
106.0,1.0,10.0
107.0,68.0,1.0
107.0,24.0,2.0
107.0,25.0,3.0
107.0,531.0,4.0
107.0,141.0,5.0
107.0,173.0,6.0
107.0,49.0,7.0
107.0,103.0,8.0
107.0,278.0,9.0
107.0,175.0,10.0
108.0,622.0,1.0
108.0,241.0,2.0
108.0,361.0,3.0
108.0,561.0,4.0
108.0,432.0,5.0
108.0,496.0,6.0
108.0,550.0,7.0
108.0,118.0,8.0
108.0,260.0,9.0
108.0,273.0,10.0
109.0,423.0,1.0
109.0,130.0,2.0
109.0,86.0,3.0
109.0,497.0,4.0
109.0,247.0,5.0
109.0,226.0,6.0
109.0,43.0,7.0
109.0,307.0,8.0
109.0,220.0,9.0
109.0,269.0,10.0
110.0,386.0,1.0
110.0,518.0,2.0
110.0,118.0,3.0
110.0,336.0,4.0
110.0,145.0,5.0
110.0,1070.0,6.0
110.0,258.0,7.0
110.0,294.0,8.0
110.0,161.0,9.0
110.0,462.0,10.0
111.0,112.0,1.0
111.0,456.0,2.0
111.0,607.0,3.0
111.0,282.0,4.0
111.0,33.0,5.0
111.0,231.0,6.0
111.0,168.0,7.0
111.0,435.0,8.0
111.0,274.0,9.0
111.0,363.0,10.0
112.0,273.0,1.0
112.0,380.0,2.0
112.0,280.0,3.0
112.0,622.0,4.0
112.0,216.0,5.0
112.0,101.0,6.0
112.0,24.0,7.0
112.0,460.0,8.0
112.0,571.0,9.0
112.0,389.0,10.0
113.0,23.0,1.0
113.0,153.0,2.0
113.0,552.0,3.0
113.0,25.0,4.0
113.0,103.0,5.0
113.0,49.0,6.0
113.0,204.0,7.0
113.0,695.0,8.0
113.0,12.0,9.0
113.0,17.0,10.0
114.0,567.0,1.0
114.0,423.0,2.0
114.0,590.0,3.0
114.0,330.0,4.0
114.0,418.0,5.0
114.0,105.0,6.0
114.0,479.0,7.0
114.0,677.0,8.0
114.0,888.0,9.0
114.0,725.0,10.0
115.0,52.0,1.0
115.0,512.0,2.0
115.0,141.0,3.0
115.0,267.0,4.0
115.0,175.0,5.0
115.0,336.0,6.0
115.0,196.0,7.0
115.0,148.0,8.0
115.0,656.0,9.0
115.0,298.0,10.0
116.0,87.0,1.0
116.0,511.0,2.0
