userId,itemId,rank,explanations
1.0,401.0,10.0,"{'item': 11    970
51    559
75    145
71    399
30    748
42    190
1     476
74     18
18    349
13     51
Name: item, dtype: int64, 'contribution': 11    0.261719
51    0.258241
75    0.255560
71    0.212913
30    0.212814
42    0.152492
1     0.147873
74    0.142274
18    0.140571
13    0.136655
Name: contribution, dtype: float64}"
2.0,47.0,1.0,"{'item': 54    527
88    916
10    253
94    362
19     14
70    373
71    478
63    555
33    329
35    332
Name: item, dtype: int64, 'contribution': 54    0.232024
88    0.228569
10    0.220657
94    0.198185
19    0.181009
70    0.180796
71    0.175703
63    0.169201
33    0.167822
35    0.167289
Name: contribution, dtype: float64}"
2.0,557.0,2.0,"{'item': 91      147
113     586
1       414
23      622
48      367
25      368
15      307
83      106
50     1077
27      528
Name: item, dtype: int64, 'contribution': 91     0.425156
113    0.267000
1      0.214104
23     0.196276
48     0.190739
25     0.190336
15     0.186849
83     0.177117
50     0.174866
27     0.170123
Name: contribution, dtype: float64}"
2.0,12.0,3.0,"{'item': 10     253
66     458
101    525
2      444
98     182
22     974
63     555
23     622
61     817
29     105
Name: item, dtype: int64, 'contribution': 10     0.466090
66     0.421595
101    0.283806
2      0.279791
98     0.272156
22     0.265543
63     0.262559
23     0.254511
61     0.253179
29     0.230783
Name: contribution, dtype: float64}"
2.0,231.0,4.0,"{'item': 56     591
39      96
73     363
46     112
32     758
44     221
92     456
111      6
30      23
96     347
Name: item, dtype: int64, 'contribution': 56     0.335231
39     0.307391
73     0.304074
46     0.298490
32     0.237542
44     0.221244
92     0.211522
111    0.133256
30     0.101349
96     0.100716
Name: contribution, dtype: float64}"
2.0,339.0,5.0,"{'item': 12      731
69      899
20      578
4        46
38     1023
106      93
17       95
97      217
48      367
96      347
Name: item, dtype: int64, 'contribution': 12     0.410424
69     0.381943
20     0.378352
4      0.246252
38     0.233602
106    0.231729
17     0.169645
97     0.167863
48     0.162076
96     0.155685
Name: contribution, dtype: float64}"
2.0,145.0,6.0,"{'item': 6     618
32    758
39     96
67    179
89    476
29    105
63    555
24    403
95     55
74    288
Name: item, dtype: int64, 'contribution': 6     0.292086
32    0.273346
39    0.244180
67    0.228135
89    0.221669
29    0.212003
63    0.182496
24    0.176210
95    0.161994
74    0.152728
Name: contribution, dtype: float64}"
2.0,219.0,7.0,"{'item': 75     900
91     147
72     342
114    208
18     468
110    114
42     813
77     801
59     769
19      14
Name: item, dtype: int64, 'contribution': 75     0.219796
91     0.171871
72     0.170720
114    0.161337
18     0.151256
110    0.145511
42     0.142235
77     0.132181
59     0.115396
19     0.109212
Name: contribution, dtype: float64}"
2.0,408.0,8.0,"{'item': 87     324
18     468
90      22
10     253
28     521
108    101
82     561
35     332
53     359
60     846
Name: item, dtype: int64, 'contribution': 87     0.343769
18     0.321426
90     0.317606
10     0.297985
28     0.293121
108    0.288161
82     0.286351
35     0.286158
53     0.253343
60     0.250630
Name: contribution, dtype: float64}"
2.0,978.0,9.0,"{'item': 19      14
28     521
95      55
75     900
34     197
88     916
66     458
112    504
39      96
15     307
Name: item, dtype: int64, 'contribution': 19     0.250700
28     0.165235
95     0.155706
75     0.153408
34     0.132180
88     0.106807
66     0.103525
112    0.096366
39     0.094426
15     0.090053
Name: contribution, dtype: float64}"
2.0,65.0,10.0,"{'item': 58       8
61     817
102    296
3      328
51     629
6      618
85     201
114    208
99     366
105    357
Name: item, dtype: int64, 'contribution': 58     0.180419
61     0.170759
102    0.169008
3      0.152725
51     0.152644
6      0.152121
85     0.135407
114    0.133601
99     0.127915
105    0.127187
Name: contribution, dtype: float64}"
3.0,181.0,1.0,"{'item': 161     12
6      324
211    158
180    794
17     577
66     367
3      160
102    445
189    612
60     510
Name: item, dtype: int64, 'contribution': 161    0.223767
6      0.183461
211    0.181816
180    0.177242
17     0.174872
66     0.165941
3      0.165792
102    0.162975
189    0.158801
60     0.158010
Name: contribution, dtype: float64}"
3.0,514.0,2.0,"{'item': 60     510
133    555
155    231
149    205
2      131
183    198
157    657
142    101
96     177
14     527
Name: item, dtype: int64, 'contribution': 60     0.188121
133    0.165201
155    0.148132
149    0.122189
2      0.117394
183    0.102328
157    0.094121
142    0.087262
96     0.085015
14     0.082321
Name: contribution, dtype: float64}"
3.0,856.0,3.0,"{'item': 35     460
42     362
8      449
196    199
83      93
103    473
22     822
170    479
141    239
147    233
Name: item, dtype: int64, 'contribution': 35     0.177886
42     0.148161
8      0.146675
196    0.140474
83     0.135292
103    0.128965
22     0.120785
170    0.120676
141    0.120504
147    0.119445
Name: contribution, dtype: float64}"
3.0,531.0,4.0,"{'item': 181     22
91     142
81     707
103    473
194    196
82     549
58     408
66     367
104     97
211    158
Name: item, dtype: int64, 'contribution': 181    0.163564
91     0.150382
81     0.147910
103    0.147386
194    0.143591
82     0.143417
58     0.140832
66     0.137028
104    0.131941
211    0.130389
Name: contribution, dtype: float64}"
3.0,895.0,5.0,"{'item': 78     338
100    172
36     740
135    321
202    298
82     549
20     573
145    351
201    203
68     150
Name: item, dtype: int64, 'contribution': 78     0.155015
100    0.153815
36     0.125917
135    0.114689
202    0.107644
82     0.106487
20     0.101427
145    0.101061
201    0.098452
68     0.098059
Name: contribution, dtype: float64}"
3.0,61.0,6.0,"{'item': 120     113
48       79
168    1092
107     215
14      527
78      338
8       449
192      29
149     205
123     151
Name: item, dtype: int64, 'contribution': 120    0.236138
48     0.163169
168    0.162589
107    0.157787
14     0.142995
78     0.139734
8      0.119856
192    0.118729
149    0.101952
123    0.094805
Name: contribution, dtype: float64}"
3.0,57.0,7.0,"{'item': 85      191
82      549
71      247
199     471
110     435
84      315
143     200
124    1018
50       96
30      320
Name: item, dtype: int64, 'contribution': 85     0.210032
82     0.199979
71     0.174816
199    0.167205
110    0.159023
84     0.151879
143    0.140703
124    0.137340
50     0.137295
30     0.136128
Name: contribution, dtype: float64}"
3.0,92.0,8.0,"{'item': 9       368
127     465
101     734
196     199
103     473
46      758
156     273
111    1056
142     101
59      487
Name: item, dtype: int64, 'contribution': 9      0.213208
127    0.204282
101    0.186988
196    0.137296
103    0.109401
46     0.104797
156    0.104785
111    0.100043
142    0.099607
59     0.097329
Name: contribution, dtype: float64}"
3.0,622.0,9.0,"{'item': 4      307
102    445
13     193
201    203
21     817
130    888
114    267
156    273
28     643
154    357
Name: item, dtype: int64, 'contribution': 4      0.213494
102    0.203191
13     0.177461
201    0.159855
21     0.158434
130    0.158293
114    0.157737
156    0.147840
28     0.147061
154    0.146153
Name: contribution, dtype: float64}"
3.0,230.0,10.0,"{'item': 188     221
35      460
198     754
202     298
65      254
86      226
8       449
168    1092
16      264
5         6
Name: item, dtype: int64, 'contribution': 188    0.167223
35     0.166352
198    0.163128
202    0.159111
65     0.121422
86     0.120444
8      0.119293
168    0.116445
16     0.109459
5      0.107769
Name: contribution, dtype: float64}"
4.0,274.0,1.0,"{'item': 8     144
11    265
0       4
16    719
9     175
2      51
14    668
5     252
17    325
4     157
Name: item, dtype: int64, 'contribution': 8     0.504592
11    0.296044
0     0.197487
16    0.112097
9     0.075527
2     0.073398
14    0.009254
5     0.007476
17    0.004487
4     0.002502
Name: contribution, dtype: float64}"
4.0,130.0,2.0,"{'item': 17    325
11    265
15    184
16    719
0       4
4     157
8     144
14    668
10    261
3      60
Name: item, dtype: int64, 'contribution': 17    0.493751
11    0.261675
15    0.189564
16    0.164592
0     0.122349
4     0.087130
8     0.080805
14    0.061952
10    0.054955
3     0.026524
Name: contribution, dtype: float64}"
4.0,630.0,3.0,"{'item': 17    325
7     985
11    265
15    184
1      98
0       4
16    719
10    261
2      51
13    289
Name: item, dtype: int64, 'contribution': 17    0.404585
7     0.354152
11    0.215865
15    0.145399
1     0.093197
0     0.077097
16    0.065493
10    0.059467
2     0.054356
13    0.012750
Name: contribution, dtype: float64}"
4.0,117.0,4.0,"{'item': 11    265
2      51
6     652
13    289
8     144
3      60
9     175
7     985
0       4
16    719
Name: item, dtype: int64, 'contribution': 11    0.380577
2     0.159161
6     0.120567
13    0.106893
8     0.105028
3     0.100167
9     0.089761
7     0.088692
0     0.063804
16    0.055416
Name: contribution, dtype: float64}"
4.0,511.0,5.0,"{'item': 15    184
17    325
6     652
10    261
5     252
8     144
7     985
3      60
11    265
14    668
Name: item, dtype: int64, 'contribution': 15    0.353002
17    0.225615
6     0.102997
10    0.091801
5     0.088820
8     0.072663
7     0.059083
3     0.053438
11    0.030887
14    0.022501
Name: contribution, dtype: float64}"
4.0,269.0,6.0,"{'item': 15    184
5     252
10    261
1      98
4     157
16    719
8     144
3      60
2      51
9     175
Name: item, dtype: int64, 'contribution': 15    0.403936
5     0.371711
10    0.282987
1     0.159376
4     0.095769
16    0.074267
8     0.061732
3     0.040629
2     0.030260
9     0.020110
Name: contribution, dtype: float64}"
4.0,104.0,7.0,"{'item': 15    184
1      98
5     252
14    668
0       4
16    719
9     175
2      51
13    289
12     95
Name: item, dtype: int64, 'contribution': 15    0.288663
1     0.228664
5     0.127380
14    0.123618
0     0.122482
16    0.121009
9     0.057004
2     0.028306
13    0.027769
12    0.025941
Name: contribution, dtype: float64}"
4.0,860.0,8.0,"{'item': 11    265
1      98
10    261
2      51
5     252
17    325
7     985
15    184
3      60
8     144
Name: item, dtype: int64, 'contribution': 11    0.426681
1     0.191887
10    0.156224
2     0.080405
5     0.062042
17    0.057603
7     0.053663
15    0.050287
3     0.043043
8     0.031837
Name: contribution, dtype: float64}"
4.0,339.0,9.0,"{'item': 14    668
5     252
11    265
15    184
12     95
6     652
8     144
17    325
16    719
1      98
Name: item, dtype: int64, 'contribution': 14    0.504928
5     0.252620
11    0.117776
15    0.110823
12    0.101928
6     0.082241
8     0.064653
17    0.056327
16    0.006075
1     0.000615
Name: contribution, dtype: float64}"
4.0,360.0,10.0,"{'item': 7     985
11    265
13    289
0       4
14    668
8     144
12     95
17    325
15    184
2      51
Name: item, dtype: int64, 'contribution': 7     0.284385
11    0.251678
13    0.241417
0     0.206094
14    0.129916
8     0.129439
12    0.124652
17    0.056391
15    0.051769
2     0.027176
Name: contribution, dtype: float64}"
5.0,99.0,1.0,"{'item': 109    110
71     725
92     125
63     753
52     260
54     200
56     156
62     433
14     103
76     319
Name: item, dtype: int64, 'contribution': 109    0.329892
71     0.314551
92     0.291716
63     0.287249
52     0.221845
54     0.221620
56     0.218726
62     0.207429
14     0.199427
76     0.185306
Name: contribution, dtype: float64}"
5.0,254.0,2.0,"{'item': 19    465
0       5
82     53
80    561
41    480
13     50
40    340
96    101
47    238
74    367
Name: item, dtype: int64, 'contribution': 19    0.424093
0     0.327871
82    0.326793
80    0.321568
41    0.320815
13    0.297600
40    0.212022
96    0.200583
47    0.197857
74    0.193003
Name: contribution, dtype: float64}"
5.0,191.0,3.0,"{'item': 95    275
53     94
96    101
69    408
82     53
43    120
60    320
83    406
32    471
28    935
Name: item, dtype: int64, 'contribution': 95    0.329515
53    0.312297
96    0.265599
69    0.234696
82    0.230152
43    0.229184
60    0.180104
83    0.157510
32    0.154891
28    0.150728
Name: contribution, dtype: float64}"
5.0,57.0,4.0,"{'item': 76     319
54     200
73      56
102    247
110    293
32     471
87     244
79      96
36     361
21      91
Name: item, dtype: int64, 'contribution': 76     0.273264
54     0.266116
73     0.264742
102    0.248261
110    0.227732
32     0.216145
87     0.195983
79     0.182818
36     0.178689
21     0.169160
Name: contribution, dtype: float64}"
5.0,154.0,5.0,"{'item': 81      33
21      91
109    110
36     361
53      94
62     433
26     923
61     108
103    502
17       7
Name: item, dtype: int64, 'contribution': 81     0.300092
21     0.293028
109    0.276118
36     0.250806
53     0.231383
62     0.213440
26     0.212845
61     0.207272
103    0.182920
17     0.182157
Name: contribution, dtype: float64}"
5.0,1028.0,6.0,"{'item': 109     110
3        21
71      725
21       91
101     552
59       23
111     647
90      464
37     1151
76      319
Name: item, dtype: int64, 'contribution': 109    0.269522
3      0.251962
71     0.218875
21     0.168778
101    0.167833
59     0.160123
111    0.155778
90     0.149696
37     0.132376
76     0.117024
Name: contribution, dtype: float64}"
5.0,66.0,7.0,"{'item': 19     465
27     807
92     125
101    552
26     923
74     367
16     544
71     725
73      56
89     135
Name: item, dtype: int64, 'contribution': 19     0.395720
27     0.374252
92     0.350858
101    0.314319
26     0.308423
74     0.286802
16     0.254910
71     0.246307
73     0.235503
89     0.225466
Name: contribution, dtype: float64}"
5.0,112.0,8.0,"{'item': 112     54
64      36
89     135
22      22
93     347
7      350
63     753
88     695
17       7
96     101
Name: item, dtype: int64, 'contribution': 112    0.405807
64     0.285367
89     0.280745
22     0.261396
93     0.250389
7      0.246614
63     0.233610
88     0.196795
17     0.183538
96     0.176491
Name: contribution, dtype: float64}"
5.0,140.0,9.0,"{'item': 99      25
63     753
46     174
45     409
38     185
109    110
26     923
55      24
16     544
72     528
Name: item, dtype: int64, 'contribution': 99     0.427220
63     0.298074
46     0.296898
45     0.275759
38     0.269589
109    0.267310
26     0.248547
55     0.248482
16     0.246565
72     0.222742
Name: contribution, dtype: float64}"
5.0,29.0,10.0,"{'item': 58     220
63     753
62     433
53      94
92     125
106    783
15      31
60     320
24     113
81      33
Name: item, dtype: int64, 'contribution': 58     0.441634
63     0.386520
62     0.326475
53     0.302363
92     0.299432
106    0.252925
15     0.242573
60     0.230849
24     0.216579
81     0.216502
Name: contribution, dtype: float64}"
6.0,239.0,1.0,"{'item': 24    297
62     76
10    191
65    170
67    392
19    154
52    597
46    102
12    299
61    789
Name: item, dtype: int64, 'contribution': 24    0.520340
62    0.302591
10    0.284438
65    0.281464
67    0.275800
19    0.273471
52    0.252387
46    0.248305
12    0.209466
61    0.204709
Name: contribution, dtype: float64}"
6.0,629.0,2.0,"{'item': 65    170
60    111
1      59
18     38
21    231
50    160
11    753
67    392
33    354
64    647
Name: item, dtype: int64, 'contribution': 65    0.427560
60    0.313323
1     0.298965
18    0.247095
21    0.245771
50    0.232615
11    0.201642
67    0.194906
33    0.186051
64    0.172312
Name: contribution, dtype: float64}"
6.0,347.0,3.0,"{'item': 56    148
34    357
17    614
20    524
26    359
36    172
15    538
82    242
27     99
14    138
Name: item, dtype: int64, 'contribution': 56    0.359248
34    0.336045
17    0.299466
20    0.274356
26    0.241624
36    0.240912
15    0.235624
82    0.205641
27    0.198628
14    0.197135
Name: contribution, dtype: float64}"
6.0,501.0,4.0,"{'item': 1       59
41     256
54     413
31     808
29    1123
57     496
2      266
14     138
80     140
28     534
Name: item, dtype: int64, 'contribution': 1     0.344350
41    0.264547
54    0.254690
31    0.224785
29    0.214390
57    0.196797
2     0.162063
14    0.153349
80    0.131660
28    0.128051
Name: contribution, dtype: float64}"
6.0,371.0,5.0,"{'item': 2     266
1      59
82    242
9     365
69    732
60    111
5     499
52    597
45    378
79    490
Name: item, dtype: int64, 'contribution': 2     0.321313
1     0.283229
82    0.230371
9     0.212219
69    0.211194
60    0.202967
5     0.202314
52    0.200216
45    0.197240
79    0.196234
Name: contribution, dtype: float64}"
6.0,476.0,6.0,"{'item': 60    111
68    801
25    120
21    231
49    145
74    211
48    141
45    378
70    156
47    216
Name: item, dtype: int64, 'contribution': 60    0.393058
68    0.381768
25    0.182877
21    0.177701
49    0.173931
74    0.157753
48    0.152444
45    0.150866
70    0.133256
47    0.121467
Name: contribution, dtype: float64}"
6.0,94.0,7.0,"{'item': 29    1123
28     534
46     102
10     191
73     730
43     240
5      499
15     538
16     401
51      31
Name: item, dtype: int64, 'contribution': 29    0.291962
28    0.264697
46    0.246319
10    0.234524
73    0.222183
43    0.207760
5     0.183214
15    0.169377
16    0.154787
51    0.140139
Name: contribution, dtype: float64}"
6.0,432.0,8.0,"{'item': 29    1123
79     490
54     413
45     378
9      365
35     185
49     145
26     359
16     401
7       29
Name: item, dtype: int64, 'contribution': 29    0.430554
79    0.332167
54    0.313345
45    0.268996
9     0.266831
35    0.242318
49    0.228800
26    0.204481
16    0.199698
7     0.199465
Name: contribution, dtype: float64}"
6.0,506.0,9.0,"{'item': 60    111
62     76
68    801
73    730
16    401
46    102
36    172
72    361
18     38
20    524
Name: item, dtype: int64, 'contribution': 60    0.317394
62    0.245714
68    0.241427
73    0.218041
16    0.217994
46    0.217442
36    0.196716
72    0.195057
18    0.187235
20    0.179282
Name: contribution, dtype: float64}"
6.0,561.0,10.0,"{'item': 29    1123
47     216
35     185
63     327
15     538
22     217
26     359
32     502
0        6
71     535
Name: item, dtype: int64, 'contribution': 29    0.299429
47    0.292080
35    0.267900
63    0.244881
15    0.244525
22    0.233527
26    0.233435
32    0.212425
0     0.212184
71    0.202749
Name: contribution, dtype: float64}"
7.0,311.0,1.0,"{'item': 7     256
69    488
12    235
73    928
55    204
23    364
56    110
63    405
21    288
52    252
Name: item, dtype: int64, 'contribution': 7     0.556599
69    0.319468
12    0.261045
73    0.249513
55    0.218544
23    0.216728
56    0.215208
63    0.206216
21    0.181361
52    0.176592
Name: contribution, dtype: float64}"
7.0,135.0,2.0,"{'item': 0       7
3     207
31    668
66    694
52    252
80    100
56    110
67    479
22    647
44    608
Name: item, dtype: int64, 'contribution': 0     0.352321
3     0.221934
31    0.220092
66    0.208365
52    0.194250
80    0.188635
56    0.188128
67    0.185536
22    0.181582
44    0.180696
Name: contribution, dtype: float64}"
7.0,140.0,3.0,"{'item': 46    729
37    141
59    176
79    231
53     97
9     590
61    102
24    153
22    647
34    156
Name: item, dtype: int64, 'contribution': 46    0.490004
37    0.288631
59    0.276528
79    0.253730
53    0.243730
9     0.238816
61    0.237467
24    0.232245
22    0.213034
34    0.208112
Name: contribution, dtype: float64}"
7.0,307.0,4.0,"{'item': 3     207
84     47
15    476
56    110
9     590
66    694
21    288
67    479
75     29
34    156
Name: item, dtype: int64, 'contribution': 3     0.637033
84    0.301098
15    0.284796
56    0.282889
9     0.259121
66    0.226783
21    0.204047
67    0.188962
75    0.173193
34    0.141562
Name: contribution, dtype: float64}"
7.0,359.0,5.0,"{'item': 18    189
40    356
44    608
36     31
21    288
77    403
56    110
43    408
15    476
34    156
Name: item, dtype: int64, 'contribution': 18    0.363275
40    0.325496
44    0.264410
36    0.224956
21    0.211242
77    0.189286
56    0.185366
43    0.161826
15    0.159705
34    0.153643
Name: contribution, dtype: float64}"
7.0,936.0,6.0,"{'item': 85    1024
45      87
21     288
29     238
30     485
76     867
1      339
53      97
69     488
65    1455
Name: item, dtype: int64, 'contribution': 85    0.256711
45    0.217095
21    0.177403
29    0.170133
30    0.158913
76    0.136284
1     0.132009
53    0.131484
69    0.128411
65    0.123132
Name: contribution, dtype: float64}"
7.0,438.0,7.0,"{'item': 28     547
52     252
85    1024
48     179
71     730
84      47
30     485
4      618
8      506
13     201
Name: item, dtype: int64, 'contribution': 28    0.304472
52    0.279642
85    0.267321
48    0.266448
71    0.244519
84    0.225949
30    0.222182
4     0.206980
8     0.192922
13    0.180601
Name: contribution, dtype: float64}"
7.0,860.0,8.0,"{'item': 44     608
66     694
73     928
57      54
68    1301
35     280
53      97
82      81
58     881
81     367
Name: item, dtype: int64, 'contribution': 44    0.337570
66    0.247118
73    0.234989
57    0.201499
68    0.196334
35    0.195388
53    0.181442
82    0.180718
58    0.175603
81    0.153024
Name: contribution, dtype: float64}"
7.0,53.0,9.0,"{'item': 17    317
25    494
72    418
63    405
69    488
29    238
24    153
79    231
78    318
41    216
Name: item, dtype: int64, 'contribution': 17    0.328170
25    0.304796
72    0.242152
63    0.227184
69    0.205645
29    0.198424
24    0.185875
79    0.178603
78    0.173626
41    0.157339
Name: contribution, dtype: float64}"
7.0,209.0,10.0,"{'item': 41    216
37    141
19    697
83    113
32     99
33    217
17    317
66    694
13    201
8     506
Name: item, dtype: int64, 'contribution': 41    0.577372
37    0.529546
19    0.432478
83    0.356340
32    0.324669
33    0.304713
17    0.271562
66    0.255765
13    0.250679
8     0.240497
Name: contribution, dtype: float64}"
8.0,1016.0,1.0,"{'item': 62     114
115    111
40     677
109    112
195    320
125    470
44     494
104    315
54     557
18     767
Name: item, dtype: int64, 'contribution': 62     0.181628
115    0.165303
40     0.163052
109    0.158201
195    0.145680
125    0.135501
44     0.125262
104    0.124246
54     0.115362
18     0.113697
Name: contribution, dtype: float64}"
8.0,471.0,2.0,"{'item': 132    492
54     557
136     53
44     494
93     669
193    191
116     78
20     184
140     56
113    623
Name: item, dtype: int64, 'contribution': 132    0.214292
54     0.196611
136    0.188102
44     0.180868
93     0.171383
193    0.165719
116    0.161068
20     0.154465
140    0.150715
113    0.141407
Name: contribution, dtype: float64}"
8.0,504.0,3.0,"{'item': 162    147
62     114
198    241
49     117
128    261
179    447
172    200
197    476
109    112
117    423
Name: item, dtype: int64, 'contribution': 162    0.256824
62     0.155382
198    0.133348
49     0.111355
128    0.108143
179    0.107421
172    0.103699
197    0.095723
109    0.093973
117    0.093838
Name: contribution, dtype: float64}"
8.0,351.0,4.0,"{'item': 164    250
104    315
131    199
91     297
3      120
45     386
28     546
184    735
11     229
96      72
Name: item, dtype: int64, 'contribution': 164    0.187274
104    0.180876
131    0.180835
91     0.146001
3      0.145054
45     0.145030
28     0.143367
184    0.139115
11     0.133635
96     0.125615
Name: contribution, dtype: float64}"
8.0,629.0,5.0,"{'item': 107    571
0        8
64     482
11     229
65     260
89     102
115    111
139    170
195    320
52     601
Name: item, dtype: int64, 'contribution': 107    0.255735
0      0.202407
64     0.180193
11     0.153501
65     0.150690
89     0.149943
115    0.147563
139    0.145634
195    0.141436
52     0.132112
Name: contribution, dtype: float64}"
